"X1","X2","S","X3","X4","X5","X6","X7","X8","X9","T","Y"
0,0.6,1,1,0.5,1,1,0.142857142857143,1,0.666666666666667,0,0.886446886446887
0,1,1,0,0.75,1,1,0,1,1,0,0.835164835164835
0,0.6,1,0,0.5,1,0.5,0.142857142857143,0.5,0.333333333333333,0,0.677655677655678
1,0.4,0,0,0.5,0.666666666666667,0,0,1,0,1,0.787545787545788
1,0,0,0,0.5,1,1,0.285714285714286,1,0.333333333333333,0,0.366300366300366
1,0.4,1,0,0.5,0.666666666666667,0.5,0.571428571428571,1,0.666666666666667,0,0.622710622710623
1,0.6,1,0,0.5,1,1,0.428571428571429,1,1,0,0.52014652014652
0,0.6,1,0,0.75,0.666666666666667,1,0.285714285714286,1,0.333333333333333,0,0.622710622710623
1,1,1,1,0.75,0.666666666666667,0.5,0.142857142857143,1,0.333333333333333,0,0.908424908424909
1,0.8,1,0,0.75,0.666666666666667,1,0,1,1,0,0.318681318681319
0,1,0,0,0.5,1,1,0.285714285714286,0,0.333333333333333,1,0.673992673992674
0,0.8,0,1,0.75,1,1,0.142857142857143,1,0.333333333333333,1,0.794871794871795
0,0,1,1,0.5,0.666666666666667,1,0.142857142857143,0.5,1,1,0.78021978021978
1,1,0,1,0.5,0.666666666666667,0.5,0.142857142857143,0.5,0.333333333333333,1,0.465201465201465
1,0.6,0,1,0.25,1,1,0.428571428571429,1,1,1,0.706959706959707
0,0.6,1,1,0.5,1,1,0.571428571428571,0.5,1,1,0.490842490842491
1,0,0,0,1,1,1,0,0.5,1,0,0.648351648351648
0,0.6,1,1,0.5,1,0.5,0.285714285714286,1,1,0,0.490842490842491
0,0.4,0,0,0.5,1,0,0.714285714285714,0.5,0.333333333333333,1,0.443223443223443
1,0.4,0,1,0.5,0.333333333333333,1,0,0.5,0.666666666666667,0,0.490842490842491
1,0.8,1,1,0.75,0.666666666666667,0.5,0.285714285714286,0.5,1,1,0.846153846153846
0,0.8,1,0,0.75,0.333333333333333,1,0.142857142857143,0.5,0.333333333333333,0,0.443223443223443
1,0.6,1,1,0.5,1,1,0.142857142857143,1,1,0,0.534798534798535
0,0.4,1,0,0.5,0.666666666666667,1,0,1,1,0,0.476190476190476
0,0.8,1,1,0.25,0.666666666666667,1,0,0.5,0.333333333333333,0,0.717948717948718
1,0.6,1,0,0.75,0.666666666666667,0.5,0.714285714285714,0,1,0,0.725274725274725
0,0.2,0,1,0.5,1,1,0.285714285714286,0.5,1,1,0.648351648351648
0,0.6,0,1,0.5,0.666666666666667,1,0.285714285714286,0.5,0,0,0.593406593406593
0,1,1,0,0.75,0.666666666666667,0.5,0.428571428571429,1,0.333333333333333,1,0.673992673992674
1,0.8,0,1,0.75,1,1,0.142857142857143,1,1,0,0.494505494505495
1,0.4,1,1,0.5,0.666666666666667,0.5,0.714285714285714,0.5,1,0,0.47985347985348
1,0,1,1,0.75,1,1,0,1,0.666666666666667,0,0.747252747252747
0,0.8,1,0,0.5,1,0.5,0.571428571428571,1,1,1,0.736263736263736
1,0.8,1,1,0.5,1,1,0.142857142857143,1,0.333333333333333,0,0.58974358974359
0,0.8,1,1,0.5,0.666666666666667,0.5,0.142857142857143,0.5,0.666666666666667,0,0.981684981684982
1,0.8,0,0,0.75,0.666666666666667,1,0.142857142857143,1,1,0,0.421245421245421
1,0.6,0,1,0.25,1,0.5,0.285714285714286,0.5,1,0,0.846153846153846
1,0.8,1,1,0.5,0.333333333333333,1,0.142857142857143,1,0.333333333333333,1,0.941391941391941
0,1,1,1,0.5,1,0.5,0.714285714285714,1,1,0,0.677655677655678
0,0.6,1,1,0.5,1,1,0.571428571428571,0.5,1,1,0.857142857142857
0,1,1,0,0.75,1,1,0.428571428571429,1,1,0,0.717948717948718
1,0.6,1,1,0.5,1,0.5,0.571428571428571,0.5,1,1,0.63003663003663
1,0.6,1,1,0.5,1,1,0.142857142857143,1,1,1,0.93040293040293
0,0,1,1,0.75,1,1,0.142857142857143,1,0.666666666666667,1,0.366300366300366
0,1,1,1,0.25,0.333333333333333,1,0.428571428571429,0.5,1,0,0.534798534798535
0,0.6,1,1,0.5,0.333333333333333,1,0,0.5,1,0,0.487179487179487
0,0.6,1,1,0.5,1,1,0.428571428571429,0.5,0.333333333333333,1,0.608058608058608
1,0.6,0,1,0.75,0.666666666666667,1,0.428571428571429,0.5,0.333333333333333,1,0.831501831501832
1,0.6,1,1,0.5,1,1,0.285714285714286,0.5,0.333333333333333,1,0.659340659340659
1,0.6,1,0,0.5,0.333333333333333,1,0.428571428571429,0.5,1,0,0.490842490842491
0,0.6,1,1,0.75,1,1,0.428571428571429,1,1,1,0.516483516483517
0,0.8,1,1,0.25,0.333333333333333,1,0.285714285714286,1,1,0,0.695970695970696
0,1,0,1,0.5,0.333333333333333,1,0.142857142857143,0.5,1,1,0.695970695970696
1,0.6,1,1,0.75,1,1,0.428571428571429,0.5,0.333333333333333,0,0.549450549450549
0,1,1,1,0.5,1,1,0.428571428571429,1,1,0,0.978021978021978
0,0.8,0,0,0.5,1,0.5,0.142857142857143,1,0.666666666666667,0,0.468864468864469
0,0.6,0,1,0.5,1,1,0.142857142857143,0.5,0.333333333333333,0,0.428571428571429
1,0.6,1,0,0.75,1,1,0.714285714285714,1,0.333333333333333,0,0.534798534798535
0,0.6,1,0,0.75,0.666666666666667,0.5,0.714285714285714,1,1,0,0.406593406593407
0,0.6,0,1,0.75,0.666666666666667,1,0.285714285714286,0.5,1,1,0.743589743589744
0,0.8,1,0,0.5,0.666666666666667,1,0.428571428571429,1,0.666666666666667,1,0.732600732600733
1,0.8,1,0,0.5,0.666666666666667,1,0.285714285714286,1,0.666666666666667,0,0.476190476190476
0,0.6,0,1,0.5,1,0.5,0.142857142857143,0.5,0.333333333333333,0,0.538461538461538
0,0.6,1,1,0.5,0.666666666666667,1,0,1,0.333333333333333,1,0.538461538461538
0,0.8,1,0,0.25,0.666666666666667,1,0.142857142857143,0.5,1,1,0.886446886446887
1,0.4,0,1,0.5,1,0.5,0.285714285714286,1,1,0,0.633699633699634
1,0.6,1,1,0.75,0.666666666666667,0.5,0.142857142857143,1,1,1,0.776556776556777
0,0.6,1,1,0.25,1,0,0.142857142857143,1,0.333333333333333,1,0.945054945054945
1,0,1,0,0.5,1,1,0,0,1,0,0.586080586080586
1,0.6,1,0,0.25,0.333333333333333,1,0.571428571428571,0.5,1,0,0.406593406593407
1,0.4,0,0,0.75,1,0.5,0.428571428571429,0.5,0.333333333333333,0,0.252747252747253
0,0,1,1,0.75,0.666666666666667,1,0.142857142857143,0.5,1,1,0.703296703296703
1,0.4,0,1,0.5,0.666666666666667,1,0.428571428571429,1,0.333333333333333,0,0.750915750915751
1,0.8,0,1,0,1,1,0.142857142857143,1,0.333333333333333,0,0.619047619047619
1,0.8,1,1,0.5,0.666666666666667,1,0,0.5,0.666666666666667,1,0.648351648351648
1,0.6,0,1,0.5,0.666666666666667,1,0,1,0,0,0.747252747252747
0,0.6,1,1,0.75,0.666666666666667,1,0.285714285714286,1,1,0,0.805860805860806
0,0.6,1,1,0.5,1,1,0.428571428571429,1,0.666666666666667,0,0.89010989010989
1,0.6,0,1,0.75,1,0.5,0.142857142857143,0.5,0.666666666666667,0,0.824175824175824
0,1,1,0,0.5,1,1,0.428571428571429,0.5,1,0,0.67032967032967
1,0.8,1,0,0.5,0.666666666666667,1,0.142857142857143,0.5,1,0,0.567765567765568
0,0.8,1,1,0.75,1,1,0.285714285714286,0.5,1,1,0.846153846153846
0,1,0,1,1,1,1,0.142857142857143,1,0.666666666666667,1,0.84981684981685
0,0.4,0,1,0.5,1,1,0.142857142857143,1,1,1,0.717948717948718
1,0.4,1,0,0.5,1,1,0.142857142857143,1,1,0,0.347985347985348
0,0.4,1,1,0.75,0.666666666666667,1,0.428571428571429,1,0.666666666666667,1,0.791208791208791
0,0.6,1,1,0.5,1,0.5,0.285714285714286,1,1,1,0.802197802197802
1,0.4,1,1,0.75,1,1,0.285714285714286,0.5,1,0,0.659340659340659
1,0.8,0,1,0.5,0.666666666666667,0.5,0.428571428571429,0.5,1,0,0.490842490842491
1,0.6,1,1,0.5,1,1,0,1,1,1,0.652014652014652
0,0.6,1,1,0.5,0.333333333333333,1,0.571428571428571,0.5,1,0,0.732600732600733
1,1,0,1,0.5,0.333333333333333,0.5,0.142857142857143,0.5,1,1,0.432234432234432
0,0.8,0,1,0,1,0.5,0.428571428571429,0,0.333333333333333,0,0.846153846153846
1,0.4,1,1,0.5,1,1,0,0,1,0,0.886446886446887
1,0.4,0,0,0.5,0.666666666666667,1,0.142857142857143,1,1,1,0.490842490842491
0,1,1,1,0.5,1,1,0.142857142857143,1,0,0,0.549450549450549
1,1,0,1,0.75,0.666666666666667,0.5,0.142857142857143,1,0.333333333333333,1,0.750915750915751
1,0.8,0,0,0.25,1,1,0.428571428571429,1,1,0,0.505494505494505
1,0.8,1,1,0.75,0.666666666666667,1,0.428571428571429,1,0.666666666666667,0,0.604395604395604
1,0.6,1,1,0.25,1,1,0.428571428571429,1,1,1,0.937728937728938
0,0,0,1,0.5,1,1,0.142857142857143,1,1,0,0.728937728937729
1,0.4,1,1,0.5,1,1,0.428571428571429,0.5,1,0,0.399267399267399
1,0.4,1,0,0.5,0.333333333333333,0.5,0.285714285714286,1,1,0,0.468864468864469
0,0.8,0,0,0.25,0.666666666666667,0.5,0.142857142857143,1,0.333333333333333,1,0.728937728937729
1,0.4,1,1,0.75,0.333333333333333,1,0.142857142857143,0,1,1,0.428571428571429
1,0.4,0,0,0.75,1,1,0,1,0.333333333333333,0,0.604395604395604
1,0.4,1,0,0.5,1,1,0.285714285714286,0,1,1,0.717948717948718
0,0.8,0,1,0.5,0.666666666666667,1,0.285714285714286,1,0.333333333333333,0,0.531135531135531
1,0.8,1,1,0.5,0,1,0.428571428571429,1,1,1,0.820512820512821
0,0.8,1,0,0.5,0.666666666666667,1,0.142857142857143,1,0.333333333333333,1,0.761904761904762
0,0.4,1,1,0.5,0.333333333333333,0.5,0.142857142857143,1,1,1,0.73992673992674
1,0.8,0,1,0.25,1,1,0.428571428571429,1,1,1,0.652014652014652
1,0.8,0,1,0.5,0.666666666666667,1,0.142857142857143,1,1,0,0.428571428571429
0,0.8,1,0,0.75,0.333333333333333,0,0.428571428571429,1,1,0,0.754578754578755
1,0.2,1,1,0.5,1,1,0.285714285714286,1,1,1,0.765567765567766
0,1,1,0,0.25,0.333333333333333,1,0,0.5,1,0,0.582417582417582
1,0.8,1,0,0.5,1,1,0.142857142857143,0.5,0.333333333333333,1,0.534798534798535
0,1,1,1,0.5,0.666666666666667,1,0,0.5,0.333333333333333,0,0.963369963369963
0,0.6,1,0,0,1,1,0.285714285714286,1,0.666666666666667,1,0.754578754578755
1,0.6,1,1,0,0.666666666666667,0.5,0.142857142857143,0.5,0.666666666666667,1,0.531135531135531
1,0.4,1,1,0.25,1,1,0.142857142857143,1,1,1,0.95970695970696
0,1,1,1,0.75,1,1,0.285714285714286,1,1,0,0.813186813186813
1,0.6,1,0,0.75,0.666666666666667,1,0.142857142857143,0.5,1,0,0.684981684981685
0,0.6,1,0,0.25,0.333333333333333,1,0,0.5,1,0,0.538461538461538
1,0.4,1,1,0.5,1,1,0.571428571428571,1,0.666666666666667,0,0.904761904761905
1,0.4,0,1,0.5,0.666666666666667,0.5,0.428571428571429,0.5,0.333333333333333,0,0.765567765567766
0,1,1,1,0.5,0.666666666666667,1,0.285714285714286,0.5,1,1,0.875457875457875
0,0.8,0,0,0.5,1,1,0.142857142857143,1,0.333333333333333,1,0.564102564102564
1,0.8,1,1,0.25,0.666666666666667,1,0,1,0,0,0.641025641025641
1,0.2,0,1,0.25,1,1,0,1,1,0,0.816849816849817
0,0.6,1,1,0.5,0.666666666666667,0.5,0.428571428571429,0.5,1,0,0.827838827838828
0,0.8,0,1,0.5,0.333333333333333,1,0.428571428571429,1,0,0,0.542124542124542
1,0.6,1,1,0.5,0.666666666666667,1,0.142857142857143,1,1,0,0.604395604395604
1,0.8,0,1,0.5,1,0,0.571428571428571,1,0.333333333333333,1,0.380952380952381
1,0.8,1,1,0.5,1,1,0.142857142857143,1,0.666666666666667,0,0.655677655677656
0,0.4,1,0,0.5,1,0,0.285714285714286,0.5,1,0,0.26007326007326
1,0.4,1,1,0.5,1,1,0,0.5,0.666666666666667,1,0.688644688644689
0,0.6,1,0,0.5,1,1,0.142857142857143,1,1,0,0.417582417582418
1,0.6,1,1,0.5,0.333333333333333,1,0,1,1,0,0.802197802197802
0,0.6,1,1,0.75,1,1,0.142857142857143,1,1,0,0.860805860805861
0,0.4,0,0,0.25,1,0.5,0.142857142857143,1,0.333333333333333,0,0.318681318681319
1,1,1,1,0.75,0.333333333333333,1,0.285714285714286,0.5,1,0,0.747252747252747
1,0.8,1,1,0.75,1,1,0.142857142857143,1,1,1,0.695970695970696
0,0.6,0,1,0.5,1,1,0.142857142857143,1,1,0,0.652014652014652
0,0.6,0,0,0.5,1,0,0.285714285714286,1,0.333333333333333,1,0.637362637362637
1,0.8,1,1,0.5,0.666666666666667,1,0.428571428571429,0.5,1,1,0.769230769230769
0,0.8,1,1,0.75,1,1,0,0.5,0.666666666666667,1,0.67032967032967
0,0.2,1,0,0.25,0.333333333333333,1,0.428571428571429,1,0.666666666666667,1,0.571428571428571
1,0.8,0,1,0.5,1,1,0.285714285714286,1,0.333333333333333,0,0.487179487179487
1,0.4,1,1,0.25,1,0,0.285714285714286,0,1,1,0.945054945054945
0,0.2,1,1,0.5,1,0.5,1,1,1,0,0.648351648351648
1,0.6,1,1,0,1,0.5,0.142857142857143,1,0.333333333333333,1,0.476190476190476
1,0.4,1,0,0.5,0.666666666666667,0.5,0.285714285714286,0.5,0.666666666666667,0,0.63003663003663
1,0.6,1,1,0.5,1,0.5,0.428571428571429,1,0.333333333333333,0,0.717948717948718
1,0.4,0,0,0.25,0.666666666666667,0.5,0.857142857142857,1,1,0,0.413919413919414
1,0.8,1,0,0.25,0.666666666666667,1,0.142857142857143,0,1,0,0.417582417582418
1,0.8,1,1,0.5,1,0.5,0.142857142857143,0,1,1,0.73992673992674
0,0.8,1,0,0.5,0.333333333333333,0.5,0.714285714285714,0.5,0.666666666666667,0,0.772893772893773
1,0.4,1,1,0.5,1,0,0.142857142857143,1,1,0,0.805860805860806
1,0.6,1,1,0.5,1,1,0.428571428571429,1,1,0,0.695970695970696
1,0.4,0,1,0.5,1,1,0.571428571428571,0.5,0.666666666666667,0,0.714285714285714
1,0.6,0,0,0.5,1,0.5,0.142857142857143,1,1,1,0.457875457875458
0,0.4,0,1,0.5,0.666666666666667,1,0.428571428571429,0,1,0,0.67032967032967
1,0.8,0,1,0.5,1,1,0,0.5,0.333333333333333,0,0.619047619047619
1,1,0,1,0.5,0.666666666666667,1,0,0.5,0.666666666666667,0,0.611721611721612
1,1,1,0,0.5,1,0.5,0.571428571428571,0.5,0.666666666666667,0,0.516483516483517
1,0.8,0,1,0.25,1,0.5,0.571428571428571,0,0.333333333333333,0,0.67032967032967
1,0.6,1,0,0.25,1,1,0.428571428571429,1,1,0,0.615384615384615
1,0.8,1,1,0.5,0.666666666666667,0.5,0.285714285714286,1,1,1,0.974358974358974
1,0.6,1,0,0.25,0.666666666666667,0.5,0.142857142857143,0.5,0.666666666666667,1,0.714285714285714
1,0.2,0,1,0.5,0.666666666666667,1,0.285714285714286,0.5,1,0,0.377289377289377
0,1,1,1,0.75,1,0.5,0.142857142857143,0.5,0.333333333333333,0,0.626373626373626
0,0.6,1,0,0.5,0.666666666666667,1,0.285714285714286,0,1,0,0.692307692307692
1,0.4,1,1,0.75,0.333333333333333,1,0.285714285714286,1,1,1,0.47985347985348
1,1,1,1,0.25,1,1,0.428571428571429,0.5,1,0,0.864468864468865
0,0.6,0,0,0.5,1,0.5,0.428571428571429,0.5,0.666666666666667,0,0.377289377289377
0,0.6,0,1,0.5,1,1,0,0.5,1,1,0.487179487179487
1,0.6,1,1,0.5,1,1,0.428571428571429,0.5,1,1,0.868131868131868
0,0,0,0,0.25,0.333333333333333,1,0.142857142857143,1,1,1,0.637362637362637
1,0.4,1,1,0.5,0.666666666666667,1,0.285714285714286,0.5,1,0,0.472527472527473
1,0.6,1,1,0.75,1,0.5,0.285714285714286,1,1,0,0.747252747252747
1,0.4,1,1,0.5,1,1,0.285714285714286,0,0.666666666666667,1,0.608058608058608
1,0.6,1,0,0.75,1,1,0.142857142857143,0.5,1,0,0.633699633699634
1,0.6,0,0,0.5,1,1,0,1,1,1,0.604395604395604
1,0.8,0,1,0.5,1,0.5,0.142857142857143,1,1,1,0.743589743589744
0,0.8,1,1,0.5,0.666666666666667,0,0.285714285714286,0.5,0.333333333333333,0,0.926739926739927
0,0.4,1,1,0.75,1,1,0,1,1,0,0.820512820512821
0,0.6,0,1,0.25,1,1,0.142857142857143,1,1,1,0.78021978021978
0,1,0,1,0.5,0.666666666666667,1,0.285714285714286,0.5,0.333333333333333,0,0.747252747252747
0,0,1,1,0.5,1,1,0.428571428571429,0.5,1,1,0.732600732600733
1,0.8,1,1,0.5,0.666666666666667,1,0.142857142857143,1,0.333333333333333,0,0.820512820512821
0,0.2,1,1,0.5,1,1,0.285714285714286,1,0.333333333333333,1,0.857142857142857
1,0,1,0,0.25,1,1,0.428571428571429,1,0.333333333333333,0,0.380952380952381
0,1,1,1,0.5,1,1,0.142857142857143,0.5,0.333333333333333,0,0.633699633699634
0,0.8,0,0,0.5,0.333333333333333,1,0,0.5,0.666666666666667,0,0.274725274725275
1,0.6,1,0,0.75,0.666666666666667,0.5,1,1,1,0,0.63003663003663
1,0.6,1,1,0,0.666666666666667,1,0.142857142857143,0.5,1,1,0.794871794871795
0,0.8,1,1,0.75,1,0.5,0.285714285714286,1,1,0,0.564102564102564
1,0.8,1,0,0.5,0.666666666666667,1,0.428571428571429,1,1,1,0.578754578754579
0,0.4,1,1,0.5,1,0.5,0.285714285714286,1,0.333333333333333,0,0.692307692307692
1,0.8,1,1,0.5,0.666666666666667,1,0.428571428571429,1,0,1,0.6996336996337
0,0.6,0,1,0.75,1,1,0.428571428571429,0.5,1,0,0.864468864468865
0,0.4,1,0,0.75,1,1,0.571428571428571,1,0.666666666666667,0,0.63003663003663
1,1,1,1,0.25,0.666666666666667,1,0.428571428571429,0,0.666666666666667,0,0.912087912087912
1,0.6,1,1,0.5,0.666666666666667,0.5,0.142857142857143,1,1,1,0.637362637362637
1,0,1,1,0.5,1,0.5,0.857142857142857,0.5,0.333333333333333,0,0.483516483516484
1,1,0,1,0.75,1,0.5,0.428571428571429,0.5,0.333333333333333,1,0.820512820512821
1,0.8,0,1,0.75,0.333333333333333,1,0,1,1,0,0.395604395604396
0,0.6,0,1,0.5,0.666666666666667,0,0.428571428571429,1,1,1,0.450549450549451
0,0.2,1,1,0.5,0,0.5,0.285714285714286,0.5,0.333333333333333,0,0.534798534798535
1,0.4,1,1,0.5,1,0.5,0.285714285714286,0.5,0.666666666666667,0,0.853479853479854
1,1,1,1,0.5,0.333333333333333,1,0.285714285714286,1,1,0,0.652014652014652
0,0.4,1,1,0.5,0.666666666666667,1,0.285714285714286,1,1,1,0.941391941391941
1,1,1,0,0.75,0.666666666666667,1,0.428571428571429,1,1,0,0.501831501831502
1,0.8,0,0,0.75,1,0.5,0.428571428571429,1,0.666666666666667,1,0.501831501831502
0,0.8,1,1,0.75,0.333333333333333,1,0.428571428571429,1,1,0,0.673992673992674
0,0.8,0,1,0.5,0.333333333333333,1,0.428571428571429,1,1,0,0.538461538461538
1,0.4,0,0,0.5,1,1,0.142857142857143,1,0.666666666666667,1,0.549450549450549
0,0.6,1,1,0.5,1,1,0.142857142857143,1,1,1,0.941391941391941
1,0.6,0,1,0.5,1,0.5,0.285714285714286,1,1,0,0.681318681318681
0,0.6,0,0,0.75,0.666666666666667,1,0.142857142857143,0.5,0.333333333333333,0,0.454212454212454
0,1,1,1,0.5,1,1,0,0.5,1,0,0.611721611721612
1,1,0,0,0.5,0.333333333333333,0.5,0.428571428571429,0.5,0.333333333333333,0,0.644688644688645
0,0.2,1,0,0.25,0.666666666666667,1,0.142857142857143,0.5,1,1,0.402930402930403
0,0.8,0,0,0.5,0.333333333333333,1,0,0.5,1,0,0.498168498168498
1,0.8,1,0,0.5,0.666666666666667,1,0.142857142857143,1,1,0,0.362637362637363
1,1,0,0,0.5,0.666666666666667,1,0,1,1,1,0.597069597069597
0,0.8,0,0,0.25,0.666666666666667,1,0.142857142857143,1,0.666666666666667,0,0.465201465201465
0,0.4,1,0,0.25,1,1,0,0.5,0.333333333333333,0,0.578754578754579
0,0.6,0,1,0.5,1,0.5,0.571428571428571,0,0.333333333333333,0,0.655677655677656
1,0.6,0,1,1,0.333333333333333,1,0.285714285714286,0.5,0.333333333333333,0,0.604395604395604
0,0.6,1,1,0.5,0.666666666666667,1,0.571428571428571,0.5,0.666666666666667,1,0.831501831501832
0,0.4,1,0,0.75,0.333333333333333,1,0.285714285714286,1,0.666666666666667,0,0.600732600732601
0,0.4,0,1,0.5,1,0.5,0.285714285714286,1,0.666666666666667,0,0.47985347985348
1,1,0,0,0.25,1,1,0,0,0.333333333333333,1,0.582417582417582
0,0.4,1,0,0.5,0.666666666666667,0.5,0.142857142857143,0,1,0,0.556776556776557
0,1,1,0,0.5,1,1,0.428571428571429,1,1,0,0.802197802197802
0,0.8,1,1,0.5,0.666666666666667,1,0.285714285714286,1,0.666666666666667,1,0.941391941391941
1,0.8,1,1,0,1,1,0.142857142857143,1,1,0,0.483516483516484
0,0.8,1,1,0.25,0.666666666666667,1,0.285714285714286,0.5,1,0,0.527472527472527
1,1,0,0,0.5,0.666666666666667,1,0.428571428571429,1,1,0,0.241758241758242
1,0.2,0,0,0.75,1,1,0.285714285714286,0.5,0.333333333333333,0,0.263736263736264
0,1,1,1,0.5,1,1,0,0.5,1,0,0.578754578754579
0,0.8,0,1,0.5,0.333333333333333,0.5,0.571428571428571,0.5,1,0,0.637362637362637
0,0.2,1,1,0.5,1,1,0.285714285714286,0,1,1,0.871794871794872
0,0,1,1,0.75,0.333333333333333,0.5,0.285714285714286,1,1,1,0.758241758241758
1,0,0,1,0.5,0.666666666666667,1,0.285714285714286,0.5,0.333333333333333,0,0.684981684981685
1,0.4,1,1,0.5,0.666666666666667,1,0.428571428571429,1,0.666666666666667,0,0.586080586080586
1,0.4,1,0,0.5,0.666666666666667,0.5,0.142857142857143,1,1,0,0.377289377289377
1,0.6,0,0,0.5,0.666666666666667,0.5,0.142857142857143,1,0.333333333333333,0,0.542124542124542
0,0.8,1,1,0.25,0.666666666666667,1,0.428571428571429,0.5,0.333333333333333,0,0.582417582417582
0,0,0,1,0.25,1,0.5,0.428571428571429,1,0.666666666666667,0,0.684981684981685
1,0.6,1,1,0.75,0.666666666666667,1,0.142857142857143,1,1,1,0.923076923076923
0,0.6,1,1,0.25,1,0.5,0.285714285714286,1,0.333333333333333,1,0.553113553113553
1,0.2,0,0,0.75,0.666666666666667,0.5,0.285714285714286,1,0.333333333333333,1,0.666666666666667
1,0.6,1,1,0.75,1,1,0,0,0.333333333333333,0,0.465201465201465
1,0.8,1,1,0.5,1,1,0,1,0,0,0.655677655677656
1,0.6,0,0,0.75,0.666666666666667,1,0.142857142857143,1,0.666666666666667,0,0.311355311355311
0,0.6,0,1,0.5,1,0.5,0.142857142857143,0.5,1,1,0.655677655677656
0,0.8,0,1,0.25,0.666666666666667,1,0.285714285714286,1,1,1,0.505494505494505
1,1,0,1,0.5,0.666666666666667,1,0.142857142857143,0.5,1,0,0.63003663003663
0,0.6,1,1,0.25,0.666666666666667,0.5,0.571428571428571,1,0.333333333333333,0,0.791208791208791
1,0.8,1,1,0.5,0.666666666666667,1,0.714285714285714,0.5,0.666666666666667,1,0.901098901098901
1,0.2,1,1,0,0.333333333333333,0.5,0.714285714285714,1,1,0,0.56043956043956
0,0.8,0,1,0.5,0.666666666666667,0.5,0.142857142857143,1,0.666666666666667,0,0.663003663003663
0,0.2,1,1,0.75,1,0.5,0.571428571428571,1,0.666666666666667,0,0.794871794871795
1,0.6,1,1,0.25,0.666666666666667,1,0.142857142857143,0.5,0.666666666666667,1,0.347985347985348
1,0.6,1,0,0.75,0.333333333333333,1,0,0.5,0.666666666666667,0,0.622710622710623
0,0.4,1,1,0.5,0.666666666666667,1,0.714285714285714,1,0.333333333333333,1,0.937728937728938
0,0,0,1,0.75,1,0.5,0.142857142857143,1,0.333333333333333,0,0.611721611721612
0,0.8,1,0,0.5,1,1,0.857142857142857,1,0,0,0.395604395604396
0,0.4,1,1,0.5,0,0.5,0.142857142857143,1,1,0,0.465201465201465
0,0.4,0,1,0.25,0.333333333333333,0.5,0.857142857142857,0.5,0.666666666666667,0,0.534798534798535
1,0.6,0,1,0.25,0.666666666666667,1,0.285714285714286,0.5,0.666666666666667,0,0.578754578754579
1,0.6,1,1,0.5,1,0.5,0.428571428571429,0.5,1,0,0.706959706959707
0,0.6,1,0,1,0.333333333333333,1,0,1,0.333333333333333,1,0.571428571428571
1,1,0,0,0.5,0.666666666666667,1,0,0,0.333333333333333,0,0.615384615384615
0,1,1,1,0.5,0.333333333333333,1,0.571428571428571,1,1,0,0.681318681318681
0,0.6,1,1,0.5,0.666666666666667,1,0.142857142857143,1,1,0,0.681318681318681
1,0.2,0,0,0.5,0.333333333333333,1,0.142857142857143,1,1,1,0.336996336996337
1,0.6,0,1,0.75,1,0.5,0.142857142857143,0,0.333333333333333,0,0.443223443223443
0,0.4,0,1,0.5,1,1,0.714285714285714,1,1,0,0.600732600732601
1,0.6,1,1,0.5,1,0.5,0.428571428571429,1,1,0,0.688644688644689
1,0.6,1,1,0.75,1,1,0.142857142857143,0.5,1,0,0.608058608058608
0,1,0,1,0.75,0.666666666666667,0.5,0.142857142857143,1,1,1,0.794871794871795
1,0.6,1,1,0.5,0.666666666666667,1,0.428571428571429,1,0.333333333333333,0,0.659340659340659
1,0.6,0,1,0.75,0.666666666666667,1,0.142857142857143,1,1,0,0.52014652014652
1,0.6,0,1,0.5,0,0.5,0.428571428571429,1,1,1,0.63003663003663
0,0.6,1,0,0,1,1,0.428571428571429,1,0.666666666666667,0,0.575091575091575
1,0.6,1,1,0.5,1,1,0.142857142857143,0.5,0.333333333333333,0,0.575091575091575
0,0.8,1,1,0.5,0.666666666666667,0.5,0.285714285714286,1,0.666666666666667,1,0.593406593406593
0,0.2,1,1,0.5,0.666666666666667,0.5,0.571428571428571,1,1,0,0.58974358974359
0,0.8,1,1,0.75,1,1,0.428571428571429,1,0.333333333333333,0,0.494505494505495
1,0.6,0,1,0.5,1,1,0.428571428571429,1,1,0,0.534798534798535
1,0.8,1,1,0.5,1,1,0.428571428571429,1,1,1,0.919413919413919
0,0.4,1,0,0.5,0.666666666666667,0.5,0.142857142857143,1,1,0,0.527472527472527
0,0.4,1,1,1,0.333333333333333,1,0.142857142857143,0.5,0.666666666666667,0,0.857142857142857
0,0.8,0,1,0.75,0,1,0.142857142857143,1,0.333333333333333,0,0.527472527472527
0,0.4,1,1,0.5,0.333333333333333,1,0.428571428571429,1,1,0,0.824175824175824
1,0.6,1,1,0.25,0.666666666666667,1,0.285714285714286,1,0.333333333333333,0,0.798534798534799
0,0.6,1,1,0.75,0.666666666666667,1,0.857142857142857,1,1,1,0.787545787545788
1,0.2,1,1,0.25,0.333333333333333,1,0,0.5,1,0,0.758241758241758
1,0.4,0,1,0.5,0.333333333333333,1,0.142857142857143,1,1,0,0.56043956043956
0,1,1,1,0.75,0.666666666666667,0.5,0.285714285714286,1,1,0,0.956043956043956
0,0.6,1,1,0.5,1,1,0.571428571428571,0.5,1,0,0.619047619047619
1,0.8,1,1,0.5,1,1,0,0.5,0.333333333333333,1,0.666666666666667
